1986,8,8,1.11,18.25,6.41
1986,8,9,1.04,14.88,6.86
1986,8,10,0.78,15.92,4.83
1986,8,11,0.06,19.51,6.66
1986,8,12,0.17,20.93,5.58
1986,8,13,0.01,21.24,4.81
1986,8,14,2.56,18.07,10.43
1986,8,15,13.56,18.64,10.87
1986,8,16,2.38,18.36,9.36
1986,8,17,2.78,13.95,6.56
1986,8,18,0.01,18.88,4.71
1986,8,19,0,18.66,3.48
1986,8,20,0,18.75,3.44
1986,8,21,0.33,19.03,4.84
1986,8,22,0.24,17.88,5.66
1986,8,23,0.14,20.05,5.69
1986,8,24,4.96,17.79,9.02
1986,8,25,0.08,19.99,5.45
1986,8,26,0.11,17.64,3.9
1986,8,27,0,20.88,2.49
1986,8,28,0,21.11,4.04
1986,8,29,0.61,21.97,5.3
1986,8,30,4.09,21.84,6.83
1986,8,31,0,19.04,3.41
1986,9,1,0.24,20.55,2.79
1986,9,2,0.01,23.98,4.46
1986,9,3,0,25.16,5.89
1986,9,4,0.01,25.71,7.69
1986,9,5,0.03,26.19,9.71
1986,9,6,0,26.33,10.45
1986,9,7,0.01,24,8.42
1986,9,8,0,22.91,6.18
1986,9,9,0,22.12,8.76
1986,9,10,0.02,22.03,7.64
1986,9,11,0.03,23.82,8.44
1986,9,12,0.08,25.79,12.38
1986,9,13,0.82,26.29,11.99
1986,9,14,0.03,22.89,8.8
1986,9,15,0.05,23.3,6.49
1986,9,16,0.01,24.62,8.09
1986,9,17,0.05,24.47,9.16
1986,9,18,0,21.88,5.37
1986,9,19,0,20.44,4.74
1986,9,20,0,22.68,3.91
1986,9,21,0,25.87,8.13
1986,9,22,0,26.92,9.06
1986,9,23,0.05,26.18,10.07
1986,9,24,0.04,28.27,11.14
1986,9,25,1.23,26.5,14.48
1986,9,26,0.19,31.56,14.54
1986,9,27,2.1,29.56,12.32
1986,9,28,2.03,25.2,14.86
1986,9,29,4.12,23.47,13.53
1986,9,30,10.69,22.66,13.54
1986,10,1,7.38,25.83,13.67
1986,10,2,2.7,27.9,14.33
1986,10,3,5.9,28.21,16.16
1986,10,4,0.21,26.95,12.12
1986,10,5,0.05,29.82,9.95
1986,10,6,4.69,29.72,15.12
1986,10,7,0.17,31.94,13.82
1986,10,8,0.31,27.05,10.63
1986,10,9,5.16,25.75,14.39
1986,10,10,0.65,27.74,13.21
1986,10,11,0,22.98,8.51
1986,10,12,0,25.54,8.21
1986,10,13,0,27.05,9.49
1986,10,14,0.17,30.86,12.12
1986,10,15,3.11,24.69,12.34
1986,10,16,16.52,22.34,14.61
1986,10,17,0.72,25.08,13.31
1986,10,18,2.32,27.1,13.4
1986,10,19,4.08,28.72,16.02
1986,10,20,0,25.73,9.9
1986,10,21,0.04,27.9,6.49
1986,10,22,3.07,26.06,13.04
1986,10,23,28.66,20.48,12.38
1986,10,24,0,26.18,8.33
1986,10,25,0.08,25.65,8.37
1986,10,26,0.01,26.4,7.6
1986,10,27,1.71,20.74,10.01
1986,10,28,0.01,26.29,8.72
1986,10,29,0.05,27.3,11.88
1986,10,30,0.32,27.21,11.9
1986,10,31,1.42,30.81,14.19
1986,11,1,4.2,26.36,14.04
1986,11,2,0.09,28.05,12.86
1986,11,3,0,26.93,11.99
1986,11,4,0,27.24,12.35
1986,11,5,0.08,25.46,13.79
1986,11,6,0.1,27.86,14.44
1986,11,7,0.44,29.85,14.47
1986,11,8,8.03,29.32,14.64
1986,11,9,15.71,21.83,13.55
1986,11,10,0.57,27.6,12.56
1986,11,11,0.31,29.87,11.94
1986,11,12,11.65,21.35,15.62
1986,11,13,11.02,24.38,14.86
1986,11,14,1.93,25.91,14.05
1986,11,15,0.26,27,12.69
1986,11,16,0.11,28.17,13.52
1986,11,17,0.01,32.29,13.62
1986,11,18,2.35,32.12,12.01
1986,11,19,0.12,21.45,7.87
1986,11,20,0,23.2,7.6
1986,11,21,0.04,24.86,9.68
1986,11,22,0,28.93,10.99
1986,11,23,0,31.92,10.88
1986,11,24,0.01,32.3,14.01
1986,11,25,0.07,31.36,17.2
1986,11,26,0.2,32.41,15.53
1986,11,27,0.93,35.6,16.03
1986,11,28,3.46,22.33,14.48
1986,11,29,15.33,24.17,13.66
1986,11,30,22.23,17.08,12.12
1986,12,1,4.88,20.44,11.8
1986,12,2,1.31,21.94,13.87
1986,12,3,0.11,24.87,13.09
1986,12,4,0,23.95,10.59
1986,12,5,0.06,25.88,10.14
1986,12,6,0.2,26.01,12.28
1986,12,7,0.29,24.69,13.82
1986,12,8,1.27,27.63,13.43
1986,12,9,0,28.49,9.56
1986,12,10,0.1,30.85,12.18
1986,12,11,4.2,33.95,13.05
1986,12,12,1.88,33.27,16.64
1986,12,13,0.01,34.66,13.44
1986,12,14,0.6,32.73,17.56
1986,12,15,1.79,32.75,18.44
1986,12,16,0.69,32.21,18.19
1986,12,17,0.4,35.75,16.48
1986,12,18,3.71,34.95,19.39
1986,12,19,0.24,31.67,16.3
1986,12,20,0,34.33,15.65
1986,12,21,0.08,33.93,16.93
1986,12,22,2.61,35.66,19.23
1986,12,23,0.4,32.67,17.09
1986,12,24,1.52,33.3,18.9
1986,12,25,9.69,29.24,19.65
1986,12,26,9.88,31.36,17.15
1986,12,27,1.74,37.24,18.54
1986,12,28,0.22,38.29,19.2
1986,12,29,4.49,31.48,18.59
1986,12,30,0.07,30.22,16.64
1986,12,31,0.1,30.84,16.12
1987,1,1,0.06,31.04,17.3
1987,1,2,4.71,26.39,18.04
1987,1,3,9.52,32.01,18.67
1987,1,4,12.01,27.27,19.1
1987,1,5,2.67,29.39,18.76
1987,1,6,6.33,27.15,18.18
1987,1,7,6.49,28.72,18.33
1987,1,8,2.87,31.27,16.46
1987,1,9,3.52,34.67,17.88
1987,1,10,10.42,26.04,19.36
1987,1,11,0.88,33.2,16.12
1987,1,12,1.17,33.09,18.22
1987,1,13,3.87,32.63,18.9
1987,1,14,3.66,32.26,20.39
1987,1,15,1.15,34.42,20.19
1987,1,16,0.46,34.12,21.25
1987,1,17,0.74,33.17,20.85
1987,1,18,4.51,34.86,21.29
1987,1,19,5.04,35.52,21.27
1987,1,20,3.25,37.66,21.88
1987,1,21,2.54,34.35,21.96
